AISLE,SIDE,SECTION,SKU,UPC,DESCRIPTION,TAG ID,RETAIL SECTION,LOCATION
001,109,026,0000029011100,0007885854000,LA TORTILLA,ECL01     ,301,0
001,109,027,0000029011101,0007885854001,LTF COOKING SAUCE,ECL01     ,301,0
001,109,028,0000029011102,0007885854004,LTF COOKING SAUCE,ECL01     ,301,0
001,109,029,0000029011103,0007885854005,LTA COOKING SAUCE,ECL01     ,301,0
001,109,030,0000029011046,0002100003276,TCO BL CHIPOTL SCE,TGL00     ,301,0
001,109,031,0000029010008,0002100004687,TACO BELL TACO SCE,ECL01     ,301,0
001,109,032,0000029010007,0002100004720,TACO BELL MILD SCE,ECL01     ,301,0
001,109,033,0000029011108,0002100004690,TB TACO SAUCE FIRE,ECS01     ,301,0
001,109,034,0000029011114,0002100004691,TACO BELL SAUCE,ECS01     ,301,0
001,109,035,0000029010010,0002100004693,TACO BELL SAUCE,ECL01     ,301,0
001,109,036,0000005400097,0004973309101,CHOLULA HOT SCE,TGS00     ,302,0
001,109,037,0000029750093,0007210101121,LA VICTORIA TACO,ECLC1     ,301,0
001,109,038,0000029750100,0007210101115,LA VICTORIA RED TA,ECLC1     ,301,0
001,109,039,0000029750111,0007210101135,LA VICTORIA TACO,ECLC1     ,301,0
001,109,040,0000029750009,0007210101133,LA VICTORIA SCE,ECL01     ,301,0
001,109,041,0000029750098,0007210101146,LA VICTORIA SALSA,ECLC1     ,301,0
001,109,042,0000029750057,0007210101183,LA VICTORIA HT SCE,ECL01     ,301,0
001,110,001,0000029770010,0004600028735,OEP DINNER KIT PAS,TGL00     ,301,0
001,110,002,0000029010487,0004600045396,OEP STAND N STUFF,TGL00     ,301,0
001,110,003,0000029770011,0004600028736,OEP DINNER KIT STA,TGL00     ,301,0
001,110,004,0000029010072,0004150101200,YELLOW CORN TACO,ECL01     ,301,0
001,110,005,0000029010075,0004150101205,BLUE CORN TACO,ECL01     ,301,0
001,110,006,0000029650024,0003900000800,ORTEGA TACO SHELLS,ECLC1     ,301,0
001,110,007,0000027101586,0007373100820,FAJITA SZ TORTILLA,AHLC4     ,301,1
001,110,008,0000027101868,0007373100415,TACO TORTILA,TGL00     ,301,1
001,110,009,0000029850156,0007373107109,MISSION TRTLA SFT,TGL00     ,301,1
001,110,010,0000029850067,0004856407101,GUERRERO RIQUISIMA,TGL00     ,301,1
001,110,011,0000029850145,0007885851020,WHT CRN TRTLA 6 CT,ECL01     ,301,0
001,110,012,0000029850134,0007885802018,LOW FT/CARB TORT,TGL00     ,301,0
001,110,013,0000029850140,0007885852039,LTF L-CARB/FF TORT,TGL00     ,301,0
001,110,014,0000029850010,0004856407002,GUERRERO TRTLA DE,ECL01     ,301,1
001,110,015,0000029011040,0002113030031,S KTCHNS TACO,AHLFV     ,301,0
001,110,016,0000029010285,0002100004694,TACO BELL SHELLS,ECL01     ,301,0
001,110,017,0000027104069,0002113030027,SIG TACO SHELLS,AHLFV     ,301,0
001,110,018,0000027100104,0004600081101,OEP SHELLS,AHLC1     ,301,0
001,110,019,0000027100112,0004600081181,OEP TACO SHELL SUP,AHLC1     ,301,0
001,110,020,0000029010108,0004600049382,OEP TACO SHELLS,TGL00     ,301,0
001,110,021,0000029010093,0004600081151,OEP TACO SHELL,AHLC1     ,301,0
001,110,022,0000027100824,0004600027918,TACO SHELLS,AHLC1     ,301,0
001,110,023,0000029650020,0004600029548,OEP TACO SHELLS ST,AHLC1     ,301,0
001,110,024,0000029010372,0003900000801,ORTEGA TACO SHELLS,ECLC1     ,301,0
001,110,025,0000027106239,0002113030028,JUMBO TACO SHELLS,AHLFV     ,301,0
001,111,001,0000025250365,0085586800201,ZOUPG BROTH CHICKE,AHLC1     ,302,0
001,111,002,0000027350144,0077776200414,INDIAN LIFE CHIPS,TGL00     ,301,0
001,111,003,0000027350145,0077776200429,INDIAN LIFE CHIPS,TGL00     ,301,0
001,111,004,0000027350380,0084646214150,TIGER TIGER SAUCE,TGL00     ,301,0
001,111,005,0000027350378,0084646214128,TIGER TIGER SIMMER,TGL00     ,301,0
001,111,006,0000027350073,0089175600015,MAYA KAIMAL KTCHUP,AHLC1     ,301,0
001,111,007,0000027350040,0007750220132,JYOTI BASAMTI RICE,NILC3     ,301,0
001,111,008,0000027350186,0077776200431,MASALA PEAS 7 OZ,TGL00     ,301,0
001,111,009,0000027350384,0077776200150,INDIANLIFE PAPADUM,TGL00     ,301,0
001,111,010,0000084760062,0085706300246,SFFRN RD CHICKPEAS,ECLC1     ,329,0
001,111,011,0000084760061,0085706300243,SAFFRON ROAD CRNCH,ECLC1     ,329,0
001,111,012,0000084760055,0085706300242,SAFFRON RD CHCKPEA,ECLC1     ,329,1
001,111,013,0000084760063,0085706300247,SFFRN RD CHICKPEAS,AHLC1     ,329,0
001,111,014,0000027350263,0005117910050,SWAD CHANA DAL,NILC3     ,301,0
001,111,015,0000027350264,0005117910160,SWAD DAL MASR,TGL00     ,301,0
001,111,016,0000027350278,0005117920190,SWAD COCONUT OIL,TGL00     ,301,0
001,111,017,0000027350279,0005117920250,SWAD BUTTER,NILC3     ,301,0
001,111,018,0000027350382,0084646214205,TIGER TIGER ENTREE,TGL00     ,301,0
001,111,019,0000027350383,0084646214216,TIGER TIGER RICE,TGL00     ,301,0
001,111,020,0000027350381,0084646214194,TIGER TIGER RICE,TGL00     ,301,0
001,111,021,0000027052404,0085428500804,SA INDIAN ESNTLS,NILC3     ,301,0
001,111,022,0000027050245,0085428500801,INDIAN ESSENTIALS,TGL00     ,301,0
001,111,023,0000027350221,0006927603205,MILD CURRY PASTE,AHLC1     ,301,0
001,111,024,0000027350220,0006927603200,PASTE X HT,AHLC1     ,301,0
001,111,025,0000027350222,0006927603251,PATAKS PASTE,AHLC1     ,301,0
001,111,026,0000027350219,0006927603245,PATAKS CURRY PSTE,AHLC1     ,301,0
001,111,027,0000027350267,0006927602003,SWEET MNGO CHT 12Z,TGL00     ,301,0
001,111,028,0000027350272,0006927602013,PAT MJR CHUTNY,TGL00     ,301,0
001,111,029,0000027350113,0075678100172,SHARWOOD PASTE,TGL00     ,301,0
001,111,030,0000027350086,0075678100170,SHARWOOD TIKKA,TGL00     ,301,0
001,111,031,9999999999999,0075678100111,SHARWOODS SAUCE,TGL00     ,315,0
001,111,032,0000027350284,0006205881633,SHARWOOD MAJ,TGL00     ,301,0
001,111,033,0000027350140,0077776200259,INDIAN LIFE FD SR,TGL00     ,301,0
001,111,035,0000027350192,0068632034362,FLX SPRD LMN 8 OZ,TGL00     ,301,0
001,111,036,0000027350124,0006205816462,SHARWOODS CURRY,TGL00     ,301,0
001,111,037,0000027350296,0006927607031,LEMON CLANTRO,ECLC1     ,301,0
001,111,038,0000027350298,0006927607037,BTR CHCKN SCE 15 Z,ECLC1     ,301,0
001,111,039,0000027350320,0006927607035,PATAKS CHICKEN,ECLC1     ,301,0
001,111,040,0000027350294,0006927607010,PATAK'S SAUCE_14.6,ECLC1     ,301,0
001,111,041,0000027350295,0006927607032,KORMA SCE,ECLC1     ,301,0
001,111,042,0000027350103,0080599300061,MR KOOKS SAUCE,TGL00     ,301,0
001,111,043,0000027350108,0080599300041,MR KOOKS SCE BTR,AHLC1     ,301,0
001,111,044,0000027350340,0080599300131,CHKN CRY SC 16.5OZ,TGL00     ,301,0
001,111,045,0000027350119,0006205810310,SHARWOODS SAUCE,TGL00     ,301,0
001,111,046,0000027350106,0075678100092,SHARWOODS SAUCE,TGL00     ,301,0
001,111,047,0000027350242,0006205810311,SAUCE TANDOORI MAK,TGL00     ,301,0
001,111,048,0000027350304,0089175600077,MAYA KAIMAL SAUCE,AHSC1     ,301,0
001,111,049,0000027350099,0089175600021,MAYA KAIMAL SCE,AHLC1     ,301,0
001,111,050,0000027350097,0089175600017,MAYA KAIMAL SCE,AHLC1     ,301,0
001,111,051,0000027350095,0089175600016,MAYA KAIMAL SCE,AHLC1     ,301,0
001,111,052,0000027350098,0089175600018,MAYA KAIMAL SCE,AHLC1     ,301,0
001,111,053,0000026320385,0078273301213,TB ORGNC BSMTI RCE,AHLC1     ,301,0
001,111,054,0000026320407,0078273301211,TASTY BITE,AHLC1     ,301,0
001,111,055,0000027350350,0078273300003,T B KASHMIR SPNCH,AHLC1     ,301,0
001,111,056,0000027350071,0078273300026,TASTY BITE,AHLC1     ,301,0
001,111,057,0000027350387,0078273301352,TASTY BITE SPICE,TGL00     ,301,0
001,111,058,0000027350386,0078273301353,TASTY BITE SPICE,TGL00     ,301,0
001,111,059,0000027350385,0078273301351,TASTY BITE SPICE,TGL00     ,301,0
001,111,060,0000027350138,0085308700435,TASTE OF RICE RICE,TGL00     ,301,0
001,111,061,0000027350136,0085308700431,TASTE OF RICE,TGL00     ,301,0
001,111,062,0000027350037,0084190501031,SPNC/CTGE CHS 10OZ,TGL00     ,301,0
001,111,063,0000027350230,0084190501061,MXD VEG SCE 10 OZ,TGL00     ,301,0
001,111,064,0000027350266,0005117912505,PATEL LENTIL,TGL00     ,301,0
001,111,065,0000027350088,0007750299002,JYOTI BEANS,AHLC1     ,301,0
001,111,066,0000027350376,0007750299003,JYOTI BEANS,NILC3     ,301,0
001,111,068,0000027350039,0084190501051,RED KDNY/CRRY 10OZ,TGL00     ,301,0
001,111,070,0000027350092,0084190501081,CHK PEAS/CURRY 10Z,TGL00     ,301,0
001,111,071,0000025300909,0086500700001,AMAZING ELEPHANT S,STL90     ,302,0
001,111,072,0000027350377,0005117912540,PATELS BASMATI,TGL00     ,301,0
001,112,001,0000027202568,0007270010274,MNSWZ BORSCHT 24FZ,TGL00     ,301,0
001,112,002,0000027203990,0007349012813,KEDEM JCE WHTE GRP,TGL00     ,301,0
001,112,003,0000027202596,0007349000000,KEDEM GRAPE JUICE,TGL00     ,301,0
001,112,004,0000027202533,0007349012827,KEDEM CONCORD GRP,TGL00     ,301,0
001,112,005,0000027204030,0007349012828,KEDEM JCE WHTE GRP,TGL00     ,301,0
001,112,006,0000027200556,0007349012362,KEDEM JCE CATAWBA,TGL00     ,301,0
001,112,007,0000027200292,0007349012361,KEDEM JCE CONCORD,TGL00     ,301,0
001,112,008,0000027200578,0007349012849,KEDEM SPRK PCH JCE,TGL00     ,301,0
001,112,009,0000027202364,0007270000064,MAN PANCAKE,TGL00     ,301,0
001,112,010,0000027201678,0007022750051,POTATO PNCK MIX,AHLC1     ,301,0
001,112,011,0000027204221,0007022750052,VEG/POTATO PNCK MX,AHLC1     ,301,0
001,112,012,0000027200583,0007270010181,MANISCH SOUP,TGL00     ,301,0
001,112,013,0000027202517,0007349015293,YEHUDA GEFILTE FSH,TGL00     ,301,0
001,112,014,0000027202516,0007349015292,YEHUDA GEFILTE FIS,TGL00     ,301,0
001,112,015,0000027202408,0007270010079,MNSWZ GEFILTE FISH,TGL00     ,301,0
001,112,016,0000027202456,0007270010080,MNSWZ GELFILTE FSH,TGL00     ,301,0
001,112,017,0000027201835,0007270000011,MNSWZ MATZO SOUP,TGL00     ,301,0
001,112,018,0000027201788,0007270000007,MAN MATZO MX,TGL00     ,301,0
001,112,019,0000027200046,0007022750064,STREITS MATZO BALL,TGL00     ,301,0
001,112,020,0000027201684,0007022750063,STREITS SOUP MIX,TGL00     ,301,0
001,112,021,0000027204134,0007270010403,EGG NOODLES,TGL00     ,301,0
001,112,022,0000027204128,0007270010404,MNSWZ MED EGG NOOD,TGL00     ,301,0
001,112,023,0000027204132,0007270010405,MANIS EGG NDLE,TGL00     ,301,0
001,112,024,0000027202598,0008468600007,TELMA CUBES CHCKN,TGL00     ,301,0
001,112,025,0000027202493,0007270010128,M CKN MATZ S,TGL00     ,301,0
001,112,026,0000027204295,0073537560125,INST NDL SP,TGL00     ,301,0
001,112,027,0000027204296,0073537560325,INST NDL SP,TGL00     ,301,0
001,112,028,0000027204366,0007270010200,VEG SOUP MIX,TGL00     ,301,0
001,112,029,0000027204364,0007270010201,MNSWZ SPLT PEA SP,TGL00     ,301,0
001,112,030,0000027201225,0007349012478,KEDEM SOUP MIX,TGL00     ,301,0
001,112,031,0000027204400,0007754452740,OSEM CHICKEN SOUP,TGL00     ,301,0
001,112,032,0000027202543,0007513105017,GDMANS ON MIX SOUP,TGL00     ,301,0
001,112,033,0000027202661,0004100000519,LPT ONIN SP 1.9 OZ,TGL00     ,301,0
001,112,034,0000027202862,0004100000518,CHKN NDLE   4.09OZ,TGL00     ,301,0
001,112,035,0000027202699,0004100000575,LPT RNCH SP 2.4 OZ,TGL00     ,301,0
001,112,036,0000027204231,0007057700039,MED KASHA 13 OZ,AHLC1     ,301,0
001,112,037,0000027201550,0007693720023,OSEM COUSCOU 8.8OZ,TGL00     ,301,0
001,112,038,0000027204531,0071006940455,WHL CHSNUTS 5.2 OZ,AHLC2     ,301,0
001,112,039,0000001060372,0007724510996,MILK CHOC BAR 3 OZ,STL90     ,318,0
001,112,040,0000027204101,0007349012612,HOLYLAND CANDLES,TGL00     ,301,0
001,112,041,0000027202542,0007349012613,YEHUDA MEM CNDL EA,NILC3     ,301,0
001,112,042,0000019150066,0085901300404,WISSOTZKY TEA TEA,STL90     ,301,0
001,112,043,0000027203321,0071006912890,GEFEN HONEY 12 OZ,TGL00     ,301,0
001,112,044,0000027201762,0004179500098,JOYVA SESAME BUTTR,AHLC1     ,301,0
001,112,045,0000027202866,0007349012350,TEA BISCUITS,TGL00     ,301,0
001,112,046,0000027202871,0007349012383,KDM VAN BSCT 4.2OZ,TGL00     ,301,0
001,112,047,0000027202844,0004179500073,JOYVA RING JELLS,AHLC1     ,301,0
001,112,048,0000002022157,0080455175007,MISS MARJORIE STEE,ECL01     ,338,0
001,112,049,0000027203581,0007270000099,MATZO MEAL,TGL00     ,301,0
001,112,050,0000027203749,0008468540004,FALAFEL MIX,TGL00     ,301,0
001,112,051,0000027200360,0007693700280,OSEM MED PICKLES,TGL00     ,301,0
001,112,052,0000027204039,0007270000049,MANI MATZO,TGL00     ,301,0
001,112,053,0000027204041,0007270000016,NOSALT MATZO,TGL00     ,301,0
001,112,054,0000027204042,0007270000002,MNSWZ MATZO THIN,TGL00     ,301,0
001,112,055,0000027202606,0007754480620,BAMBA SNACK,TGL00     ,301,0
001,112,056,0000027202170,0007270000173,ORGNL HRSRDSH 9.5Z,TGL00     ,301,0
001,112,057,0000027202530,0004127857993,DAVIS' KOSHER SALT,TGL00     ,301,0
001,112,058,0000027203421,0007349012882,BRT OLV OIL  16.9,TGL00     ,301,0
001,112,059,0000027203422,0007349012512,BALSAMIC VINEGAR,TGL00     ,301,0
001,112,060,0000027204924,0007162708102,EMPIRE KOSHER SOUP,AHLC2     ,301,0
001,112,061,0000027204392,0007270010223,CHKN BROTH 14 OZ,TGL00     ,301,0
001,112,062,0000027203340,0007754429780,OSEM CROUTONS,TGL00     ,301,0
001,112,063,0000027203278,0007349013187,YEHUDA MATZO 10.5Z,AHLC1     ,301,0
001,112,064,0000027204082,0007022750001,SALTED MATZO,TGL00     ,301,0
001,112,065,0000027204079,0007022750002,STREITS UNS. MATZO,TGL00     ,301,0
001,112,066,0000027202975,0002567501505,PLAIN RICE CK 4.9Z,TGL00     ,301,0
001,113,001,0000056970711,0085046000506,PURE MORINGA PWDR,TGS00     ,312,1
001,113,002,0000056200142,0085268400334,HW BLACK CHIA SEED,TGS00     ,312,1
001,113,003,0000016150031,0085261000125,VEGGEMO VEGGIEMILK,TGL00     ,302,0
001,113,004,0000016150011,0085261000123,VEGGEMO VEGGIEMILK,TGL00     ,302,0
001,113,005,0000009010138,0082951532129,SENSIBLE PORTIONS,AHLC1     ,338,0
001,113,006,0000009010060,0082951532126,SENSIBLE PORTIONS,AHLC1     ,338,0
001,113,007,0000028201850,0007236855171,DELALLO GNOCCHI,AHLC1     ,302,0
001,113,008,0000025150128,0004318200098,E&S MISO CUP SOUP,STL90     ,302,0
001,113,009,0000028200141,0062168302015,SPAG BRN RCE 12 OZ,AHLC1     ,302,0
001,113,010,0000028200136,0062168392075,SHLS BRN RCE 16 OZ,AHLC1     ,302,0
001,113,011,0000028200971,0062168392135,TINKYADA PASTA BRW,AHLC1     ,302,0
001,113,012,0000028200134,0062168392025,FETT BRN RCE,AHLC1     ,302,0
001,113,013,0000028201743,0007341600610,LUNDBERG PENNE,AHLC1     ,302,0
001,113,014,0000028201742,0007341600630,LUNDBERG ROTINI,AHLC1     ,302,0
001,113,015,0000013350273,0076377500002,GILLIANS BRD CRMB,AHLC1     ,302,0
001,113,016,0000027010323,0085593000105,ALEIAS BD CMB 13OZ,AHLC1     ,301,0
001,113,017,0000027010324,0085593000143,ALEIAS REAL PANKO,AHLC1     ,301,0
001,113,018,0000026250553,0001356261051,ANNIES RCE PASTA,AHLC1     ,301,0
001,113,019,0000026250027,0001356261010,ANNIES GF 10.7OZ,AHLC1     ,301,0
001,113,020,0000027140153,0085923000602,DISPLAY,TGL00     ,301,0
001,113,021,0000002012974,0081959701071,ENJOY LIFE COOKIE,AHLC1     ,338,0
001,113,022,0000026250247,0008912550701,ANCIENT HRVST WHTE,AHLC1     ,301,0
001,113,023,0000026250240,0001356261001,ANNIE PSTS CHS 6 Z,AHLC1     ,301,0
001,113,024,0000026250188,0001356261006,ANNIES GF 6 OZ,AHLC1     ,301,0
001,113,025,0000026250242,0001356261002,ANNIES GF RC PASTA,AHLC1     ,301,0
001,113,026,0000018050274,0081959701048,ENJOY LIFE PANCAKE,AHLC1     ,301,0
001,113,027,0000013300703,0081959701049,ENJOY LIFE PIZZA,AHLC1     ,302,0
001,113,028,0000013200061,0085916800420,SCRATCH & GRAIN BR,ECL01     ,302,1
001,113,029,0000013300153,0085916800422,SCRATCH & GRAIN,TGL00     ,302,0
001,113,030,0000017100056,0003997800453,BOBS RED MILL BKG,AHLC1     ,302,0
001,113,031,0000013100033,0003997800464,BOBS RED MILL BRWN,AHLC1     ,302,0
001,113,032,0000013300033,0003997800461,BOB CRNBRD MX 20 Z,AHLC1     ,302,0
001,113,033,0000013900083,0003997800394,BOBS RD MILL PZA,AHLC1     ,302,0
001,113,034,0000010050172,0003997800323,BOBS MILL ORG,ECLC1     ,301,0
001,114,001,0000011010856,0069899780616,UDIS GRNLA CRNBRY,AHLC1     ,301,0
001,114,002,0000011010859,0069899780617,UDIS ORIG GRANOLA,AHLC1     ,301,0
001,114,003,0000011010572,0008994780740,VANS GRNLA BAN NUT,TGL00     ,301,0
001,114,004,0000011012171,0085236800800,HH HEMP HEARTS,TGL00     ,301,0
001,114,005,0000011050163,0003997800375,BOBS RLD OATS 32 Z,AHLC1     ,301,0
001,114,006,0000011050269,0085824600123,GFREDA APL/CIN,AHLC1     ,301,0
001,114,007,0000011050271,0085039500601,GFREDA INST OATMEA,AHLC1     ,301,0
001,114,008,0000011050868,0007433337160,ARROWHEAD MILLS,AHLC1     ,301,0
001,114,009,0000028400014,0003545777608,MAMA MARYS PIZZA,AHLC1     ,302,0
001,114,010,0000029850087,0007373107022,MISSION GF TORTILL,AHLC1     ,301,0
001,114,011,0000029850125,0007885852502,LTF SMART DELICIOU,AHLC1     ,301,0
001,114,012,0000096010036,0081075701037,SCHAR DELI STYL BR,AHLC1     ,336,0
001,114,013,0000096010371,0081075701002,SCHAR HAMBURGER,AHLC1     ,336,0
001,114,014,0000096010398,0081075701021,SCHAR CIABATTA 7OZ,AHLC1     ,336,0
001,114,015,0000096010617,0081075701001,SCHAR MULTIGRAIN,AHLC1     ,336,0
001,114,016,0000096010619,0081075701000,SCHAR CLSC WHTE,AHLC1     ,336,0
001,114,017,0000011100450,0009370960022,PAMELAS 7.05 OZ,AHLC1     ,301,0
001,114,018,0000011100451,0009370960011,PAMELAS 7.05OZ,AHLC1     ,301,0
001,114,019,0000011010466,0008994780240,VANS PBJ SANDWICH,AHLC1     ,301,0
001,114,020,0000011010448,0008994780220,CRNBRY ALMND  6.2Z,AHLC1     ,301,0
001,114,021,0000002012972,0081959701079,ENJOY LIFE COOKIE,AHLC1     ,338,0
001,114,022,0000002012973,0081959701080,ENJOY LIFE SOFT,AHLC1     ,338,0
001,114,023,0000013300047,0007101207504,GF COOKIE MIX,AHLC1     ,302,0
001,114,024,0000013300042,0007101207509,KNG ARTH GF MUFFIN,AHLC1     ,302,0
001,114,025,0000013300625,0085606900500,SIMPLE MILLS,ECLC1     ,302,0
001,114,026,0000013300630,0085606900502,SIMPLE MILLS MFN &,ECLC1     ,302,0
001,114,027,0000013050324,0085606900508,SIMPLE MILLS,AHLC2     ,302,0
001,114,028,0000013100194,0081959701047,ENJOY LIFE MIX,AHLC1     ,302,0
001,114,029,0000017100378,0007101207502,GF MULTI PUR FLOUR,AHLC1     ,302,0
001,114,030,0000017100017,0085921600300,CUP4CUP FLOUR BLND,AHLC1     ,302,0
001,114,031,0000017400035,0003997802555,BOBS XANTHAM GUM,AHLC1     ,302,0
001,114,032,0000017100064,0003997800452,BOBS GF FLOUR,AHLC1     ,302,0
001,114,033,0000010050176,0003997800124,BOBS BULGAR CEREAL,AHLC4     ,301,1
001,115,001,0000027010451,0085593000155,ALEIAS COOKIES,AHLC1     ,301,0
001,115,002,0000027010325,0085593000154,ALEIAS 9 OZ,AHLC1     ,301,0
001,115,003,0000002011993,0081989801006,BCK TO NAT COOKIE,TGL00     ,338,0
001,115,004,0000002011994,0081989801007,BCK TO NAT COOKIE,TGL00     ,338,0
001,115,005,0000002011014,0081075701013,SCHAR SHORTBREAD,AHLC1     ,338,0
001,115,006,0000002012009,0009370910100,PAM PECAN SHRTBRD,AHLC1     ,338,0
001,115,007,0000002012232,0069899780758,UDIS CKY SFT BKD,AHLC1     ,338,0
001,115,008,0000027010374,0089751900100,LUCYS CHOC CHP CKY,AHLC1     ,301,0
001,115,009,0000049012047,0085920400602,PROTES PROTEIN,TGS00     ,312,0
001,115,010,0000002010935,0001356232021,ANNIES HOMEGROWN,AHLC1     ,338,0
001,115,011,0000002013323,0001356200019,ANNIES BUNNY CKY,AHLC1     ,338,0
001,115,012,0000011050264,0003997800105,BOB CRL 5 GRN 16OZ,AHLC4     ,301,0
001,115,013,0000011050870,0003997800364,BOBS RED MILL,AHLC4     ,301,0
001,115,014,0000011010942,0003997800366,BOBS RED MILL MUES,AHLC1     ,301,0
001,115,015,0000027010376,0089751900101,CINNAMON THIN,AHLC1     ,301,0
001,115,016,0000012060058,0003068479023,MI DEL PIE CRUST,TGL00     ,302,0
001,115,017,0000011050329,0085824600173,GLUTENFREEDA OATML,AHLC1     ,301,0
001,115,018,0000011100062,0067852303081,STRWBRY BRKFST BRS,STL01     ,301,0
001,115,019,0000011101799,0067852304303,GLUTINO TSTR PSTRY,STL01     ,301,0
001,115,020,0000011101244,0067852304301,GLUTINO TOASTER,STL01     ,301,0
001,115,021,0000011101243,0067852304307,GLUTINO PASTRY,AHLC1     ,301,0
001,115,022,0000011101237,0067852304305,GLUTINO PASTRY,AHLC1     ,301,0
001,115,024,0000011101722,0085352200038,ENJOY LIFE BAR SNK,AHLC1     ,301,0
001,115,025,0000002021412,0005565368810,DARE BRETON CRCKR,AHLC1     ,338,0
001,115,026,0000002011969,0003904701021,WALKER COOKIE,AHLC1     ,338,0
001,115,027,0000011100464,0009370960044,PAMELAS PRODUCTS,AHLC1     ,301,0
001,115,028,0000002022453,0081075701006,SHAR GF TABLE CKRS,AHLC1     ,338,0
001,115,029,0000002022452,0081075701046,SCHAR HONEYGRAMS,AHLC1     ,338,0
001,115,030,0000002010925,0081075701012,SCHAR COOKIES CHOC,AHLC1     ,338,0
001,115,031,0000011010470,0008994780250,SANDWICH BARS,AHLC1     ,301,0
001,115,032,0000027010461,0007349018001,ABSOLUTELY FLATBRE,AHLC1     ,301,0
001,115,033,0000027010462,0007349018003,ABSOLUTELY EVERYTH,AHLC1     ,301,0
001,115,034,0000013300701,0007101210546,KING ARTHUR FLOUR,AHLC1     ,302,0
001,115,035,0000013100016,0007101207508,KING ARTHUR FLOUR,AHLC1     ,302,0
001,115,036,0000002021872,0081989801004,BCK TO NAT CRCKR,TGL00     ,338,0
