WHSE DSP_LOCN   LOCN_PICK_SEQ            SKU_BRCD
0309 08L13E05   13026                    960270143
0309 08L13E06   13026                    960270147
0309 08L13C01   13026                    960286552
0309 08L13C04   13026                    960189386
0309 08L13G06   13026                    960281243
0309 08L13C03   13026                    960189385
0309 08L13E09   13026                    960012704
0309 08L13E03   13026                    960285144
0309 08L13D02   13026                    960127433
0309 08L13B04   13026                    960083928
0309 08L13A03   13026                    960069789
0309 08L13C05   13026                    960127485
0309 08L13D08   13026                    960270145
0309 08L13D04   13026                    960264814
0309 08L13D05   13026                    960270141
0309 08L13F01   13026                    960286132
0309 08L13G03   13026                    960069324
0309 08L13B03   13026                    960104055
0309 08L13B05   13026                    153010075
0309 08L13A01   13026                    153010935
0309 08L13F03   13026                    960034128
0309 08L13F05   13026                    960127527
0309 08L14F07   13027                    960237606
0309 08L14A02   13027                    960173029
0309 08L14G04   13027                    960173725
0309 08L14G06   13027                    960286643
0309 08L14E09   13027                    960072602
0309 08L14F05   13027                    960034748
0309 08L14C06   13027                    153010643
0309 08L14D04   13027                    153100031
0309 08L14D05   13027                    960234375
0309 08L14E02   13027                    960029366
0309 08L14D03   13027                    960127429
0309 08L14E10   13027                    960105033
0309 08L14E05   13027                    960237604
0309 08L14F06   13027                    153100259
0309 08L14G02   13027                    960286569
0309 08L14F08   13027                    960274398
0309 08L14E01   13027                    960176478
0309 08L14E06   13027                    960127729
0309 08L14E08   13027                    960084010
0309 08L14D01   13027                    153100321
0309 08L14C05   13027                    153010594
0309 08L14F03   13027                    960286066
0309 08L14D06   13027                    960127732
0309 08L14F01   13027                    960286113
0309 08L14A04   13027                    960061945
0309 08L14C03   13027                    153010089
0309 08L14D02   13027                    960286549
0309 08L14E03   13027                    960075489
0309 08L14A03   13027                    253010391
0309 08L14E07   13027                    960286069
0309 08L14F02   13027                    960286067
0309 08L14C02   13027                    960189388
0309 08L14G07   13027                    960023510
0309 08L14D07   13027                    960173793
0309 08L14E04   13027                    960237605
0309 08L14G01   13027                    960286061
0309 08L14B03   13027                    153010233
0309 08L14C01   13027                    960189387
0309 08L14C04   13027                    153010559
0309 08L14B05   13027                    960083661
0309 08L14B06   13027                    960229233
0309 08L14B01   13027                    960286639
0309 08L14F04   13027                    960286126
0309 08L14B07   13027                    960173777
0309 08L14G03   13027                    960173724
0309 08L14A01   13027                    960072423
0309 08L14G05   13027                    960286644
0309 08L14B02   13027                    960286638
0309 08L14B04   13027                    960185413
0309 08R15A03   13028                    152050035
0309 08R15C02   13028                    960049850
0309 08R15A08   13028                    960084799
0309 08R15B07   13028                    960104314
0309 08R15D07   13028                    152010458
0309 08R15D09   13028                    960269402
0309 08R15F01   13028                    960104162
0309 08R15F04   13028                    960104161
0309 08R15G03   13028                    152300008
0309 08R15B02   13028                    152150054
0309 08R15G07   13028                    960073950
0309 08R15A02   13028                    960162361
0309 08R15F07   13028                    152150039
0309 08R15G01   13028                    152250041
0309 08R15C01   13028                    960269078
0309 08R15E04   13028                    960084801
0309 08R15G11   13028                    960042600
0309 08R15B03   13028                    960010387
0309 08R15C08   13028                    960269212
0309 08R15D06   13028                    152150045
0309 08R15D08   13028                    960025123
0309 08R15F06   13028                    252010568
0309 08R15G08   13028                    152010395
0309 08R15B01   13028                    152150070
0309 08R15F05   13028                    252010569
0309 08R15G05   13028                    960016020
0309 08R15A09   13028                    960084800
0309 08R15B05   13028                    152150088
0309 08R15E01   13028                    960162616
0309 08R15F03   13028                    960104160
0309 08R15G04   13028                    960074404
0309 08R15D03   13028                    960064633
0309 08R15D05   13028                    960127756
0309 08R15E05   13028                    960127754
0309 08R15E06   13028                    960064632
0309 08R15G10   13028                    960064670
0309 08R15A01   13028                    960134058
0309 08R15B06   13028                    960030755
0309 08R15F02   13028                    960127723
0309 08R15C04   13028                    960162674
0309 08R15C05   13028                    152150055
0309 08R15A10   13028                    960127753
0309 08R15 AM   13028                    152010341
0309 08R15 AM   13028                    960318434
0309 08R15 AM   13028                    960147953
0309 08R15 AM   13028                    960147928
0309 08R15 AM   13028                    960147924
0309 08R15 AM   13028                    960318433
0309 08R15 AM   13028                    960147951
0309 08R15 AM   13028                    960148241
0309 08R15C07   13028                    960025122
0309 08R15G09   13028                    960163617
0309 08R15D02   13028                    960269076
0309 08R15E03   13028                    960162670
0309 08R15E07   13028                    960162672
0309 08R15F09   13028                    960035556
0309 08R15F10   13028                    960162157
0309 08R15B04   13028                    152010448
0309 08R15C06   13028                    152010459
0309 08R15E02   13028                    960269213
0309 08R15F08   13028                    960161553
0309 08R16A11   13029                    960137758
0309 08R16D08   13029                    960162181
0309 08R16A03   13029                    960023995
0309 08R16B09   13029                    960032882
0309 08R16F01   13029                    960162177
0309 08R16G10   13029                    152370006
0309 08R16 AM   13029                    960022020
0309 08R16 AM   13029                    960064080
0309 08R16 AM   13029                    960317776
0309 08R16 AM   13029                    960317777
0309 08R16 AM   13029                    960267210
0309 08R16 AM   13029                    960317778
0309 08R16A06   13029                    152010385
0309 08R16G01   13029                    152100252
0309 08R16G02   13029                    152100154
0309 08R16G05   13029                    960024221
0309 08R16E04   13029                    960158281
0309 08R16E05   13029                    960084366
0309 08R16C03   13029                    960103209
0309 08R16C07   13029                    960269074
0309 08R16F03   13029                    152070274
0309 08R16F07   13029                    152070032
0309 08R16G08   13029                    960127724
0309 08R16G04   13029                    152010804
0309 08R16G03   13029                    960162345
0309 08R16D06   13029                    960084358
0309 08R16E10   13029                    960161602
0309 08R16A05   13029                    960010594
0309 08R16C04   13029                    960049586
0309 08R16E03   13029                    960084365
0309 08R16A13   13029                    960134057
0309 08R16A02   13029                    960164340
0309 08R16B03   13029                    960161892
0309 08R16C09   13029                    960269077
0309 08R16D04   13029                    152100200
0309 08R16F08   13029                    960049814
0309 08R16G09   13029                    152300018
0309 08R16E09   13029                    960127603
0309 08R16A08   13029                    960134135
0309 08R16E11   13029                    960021755
0309 08R16A12   13029                    960137759
0309 08R16D07   13029                    960084353
0309 08R16B01   13029                    960162387
0309 08R16C01   13029                    960269541
0309 08R16E06   13029                    960022023
0309 08R16E07   13029                    960022024
0309 08R16F04   13029                    152070563
0309 08R16G07   13029                    960162203
0309 08R16F06   13029                    152070581
0309 08R16F02   13029                    960164075
0309 08R16B06   13029                    960063543
0309 08R16B08   13029                    960032881
0309 08R16A10   13029                    960134133
0309 08R16A04   13029                    960010593
0309 08R16B07   13029                    960063544
0309 08R16B10   13029                    152010069
0309 08R16D02   13029                    960269531
0309 08R16E02   13029                    960036872
0309 08R16E12   13029                    960049588
0309 08R16A01   13029                    960157256
0309 08R16A09   13029                    960134134
0309 08R16E08   13029                    960103210
0309 08R16F05   13029                    960169287
0309 08R16B02   13029                    960162184
0309 08R16D03   13029                    152100108
0309 08R16D05   13029                    960084438
0309 08L15C02   13030                    153010407
0309 08L15E01   13030                    153100413
0309 08L15F04   13030                    960014662
0309 08L15F08   13030                    960075713
0309 08L15E12   13030                    960049363
0309 08L15B07   13030                    960084280
0309 08L15F02   13030                    960274397
0309 08L15D01   13030                    153100024
0309 08L15D02   13030                    960229232
0309 08L15G01   13030                    153100308
0309 08L15G06   13030                    960127697
0309 08L15 AM   13030                    153010094
0309 08L15 AM   13030                    153010095
0309 08L15 AM   13030                    153010629
0309 08L15 AM   13030                    151010018
0309 08L15 AM   13030                    153010434
0309 08L15 AM   13030                    153120264
0309 08L15 AM   13030                    960191948
0309 08L15 AM   13030                    960148332
0309 08L15 AM   13030                    960148473
0309 08L15 AM   13030                    960148474
0309 08L15 AM   13030                    960148645
0309 08L15 AM   13030                    960149044
0309 08L15 AM   13030                    960149047
0309 08L15 AM   13030                    960191920
0309 08L15 AM   13030                    960191947
0309 08L15 AM   13030                    960192183
0309 08L15 AM   13030                    960191394
0309 08L15 AM   13030                    960191946
0309 08L15 AM   13030                    960115955
0309 08L15 AM   13030                    960270731
0309 08L15 AM   13030                    960284502
0309 08L15 AM   13030                    960255760
0309 08L15 AM   13030                    960255908
0309 08L15 AM   13030                    960283990
0309 08L15 AM   13030                    960191395
0309 08L15 AM   13030                    960270733
0309 08L15 AM   13030                    960284075
0309 08L15 AM   13030                    960284497
0309 08L15 AM   13030                    960148169
0309 08L15 AM   13030                    960270734
0309 08L15 AM   13030                    960284078
0309 08L15 AM   13030                    960149045
0309 08L15 AM   13030                    960151359
0309 08L15 AM   13030                    960148697
0309 08L15 AM   13030                    960149049
0309 08L15 AM   13030                    960149050
0309 08L15 AM   13030                    960279481
0309 08L15 AM   13030                    960191945
0309 08L15 AM   13030                    960291573
0309 08L15 AM   13030                    960270730
0309 08L15 AM   13030                    960148331
0309 08L15 AM   13030                    960148334
0309 08L15 AM   13030                    960148476
0309 08L15 AM   13030                    960148733
0309 08L15 AM   13030                    960270732
0309 08L15 AM   13030                    960284074
0309 08L15 AM   13030                    960188706
0309 08L15 AM   13030                    960191867
0309 08L15 AM   13030                    960148734
0309 08L15 AM   13030                    960148923
0309 08L15 AM   13030                    960148318
0309 08L15 AM   13030                    960148324
0309 08L15 AM   13030                    960148543
0309 08L15 AM   13030                    960279486
0309 08L15 AM   13030                    960145425
0309 08L15 AM   13030                    960148107
0309 08L15 AM   13030                    960148178
0309 08L15 AM   13030                    960148199
0309 08L15 AM   13030                    960148593
0309 08L15 AM   13030                    960148695
0309 08L15 AM   13030                    960149043
0309 08L15 AM   13030                    960149052
0309 08L15 AM   13030                    960097340
0309 08L15 AM   13030                    960142986
0309 08L15 AM   13030                    960148692
0309 08L15 AM   13030                    960148853
0309 08L15 AM   13030                    960169988
0309 08L15 AM   13030                    960118319
0309 08L15 AM   13030                    960080898
0309 08L15 AM   13030                    960104149
0309 08L15 AM   13030                    960103202
0309 08L15 AM   13030                    960148333
0309 08L15 AM   13030                    153010101
0309 08L15 AM   13030                    153010114
0309 08L15 AM   13030                    153250375
0309 08L15 AM   13030                    153250376
0309 08L15 AM   13030                    960123882
0309 08L15 AM   13030                    960006588
0309 08L15 AM   13030                    153010063
0309 08L15 AM   13030                    153010097
0309 08L15 AM   13030                    153010141
0309 08L15 AM   13030                    156600136
0309 08L15 AM   13030                    154450003
0309 08L15 AM   13030                    153010056
0309 08L15 AM   13030                    960029482
0309 08L15 AM   13030                    960030639
0309 08L15 AM   13030                    960030640
0309 08L15 AM   13030                    153010078
0309 08L15 AM   13030                    153050243
0309 08L15 AM   13030                    960006786
0309 08L15 AM   13030                    960050087
0309 08L15 AM   13030                    960070666
0309 08L15 AM   13030                    153010074
0309 08L15 AM   13030                    960030641
0309 08L15 AM   13030                    960050088
0309 08L15 AM   13030                    960049638
0309 08L15E06   13030                    960173024
0309 08L15C01   13030                    153010592
0309 08L15C03   13030                    960034659
0309 08L15D06   13030                    960173034
0309 08L15F05   13030                    960286551
0309 08L15A01   13030                    153010224
0309 08L15E03   13030                    960075717
0309 08L15F07   13030                    960280502
0309 08L15D08   13030                    960286555
0309 08L15A05   13030                    960112741
0309 08L15F03   13030                    153140089
0309 08L15A02   13030                    960173776
0309 08L15A03   13030                    960286545
0309 08L15B01   13030                    153010404
0309 08L15B04   13030                    960034622
0309 08L15D05   13030                    960286547
0309 08L15F01   13030                    960274396
0309 08L15B05   13030                    960127637
0309 08L15E05   13030                    960286548
0309 08L15G02   13030                    153100073
0309 08L15E02   13030                    960286063
0309 08L15C04   13030                    960112965
0309 08L15A04   13030                    960286546
0309 08L15B02   13030                    153010405
0309 08L15B03   13030                    960034624
0309 08L15D04   13030                    960035005
0309 08L15E04   13030                    960075719
0309 08L15E07   13030                    960173023
0309 08L15F06   13030                    960286550
0309 08L15B06   13030                    960034623
0309 08L15D07   13030                    960286554
0309 08L15D03   13030                    960286068
0309 08L15G03   13030                    960144136
0309 08L16C04   13031                    960105406
0309 08L16C06   13031                    960105057
0309 08L16C08   13031                    960237529
0309 08L16F05   13031                    960229306
0309 08L16G03   13031                    960181399
0309 08L16H02   13031                    153080034
0309 08L16D03   13031                    153100390
0309 08L16H03   13031                    960049332
0309 08L16 AM   13031                    153010207
0309 08L16 AM   13031                    960069877
0309 08L16 AM   13031                    960070457
0309 08L16 AM   13031                    960015698
0309 08L16 AM   13031                    960049804
0309 08L16 AM   13031                    960069577
0309 08L16 AM   13031                    960238007
0309 08L16 AM   13031                    960172135
0309 08L16 AM   13031                    960172136
0309 08L16 AM   13031                    960188361
0309 08L16 AM   13031                    960224056
0309 08L16 AM   13031                    960224057
0309 08L16 AM   13031                    960224309
0309 08L16 AM   13031                    960148029
0309 08L16 AM   13031                    960234428
0309 08L16 AM   13031                    960238203
0309 08L16 AM   13031                    960302223
0309 08L16 AM   13031                    960286621
0309 08L16 AM   13031                    960160832
0309 08L16 AM   13031                    960264813
0309 08L16 AM   13031                    960226855
0309 08L16 AM   13031                    960238200
0309 08L16 AM   13031                    960238202
0309 08L16 AM   13031                    960147022
0309 08L16 AM   13031                    960148019
0309 08L16 AM   13031                    960255910
0309 08L16 AM   13031                    960255744
0309 08L16 AM   13031                    960264812
0309 08L16 AM   13031                    960224054
0309 08L16 AM   13031                    960238204
0309 08L16 AM   13031                    960248310
0309 08L16 AM   13031                    960311526
0309 08L16 AM   13031                    960313522
0309 08L16 AM   13031                    960316755
0309 08L16 AM   13031                    960190926
0309 08L16 AM   13031                    960192484
0309 08L16 AM   13031                    960255745
0309 08L16 AM   13031                    960303292
0309 08L16 AM   13031                    960160829
0309 08L16 AM   13031                    960172132
0309 08L16 AM   13031                    960172139
0309 08L16 AM   13031                    960172140
0309 08L16 AM   13031                    960311524
0309 08L16 AM   13031                    960163833
0309 08L16 AM   13031                    960255740
0309 08L16 AM   13031                    960224055
0309 08L16 AM   13031                    960238199
0309 08L16 AM   13031                    960311675
0309 08L16 AM   13031                    960316751
0309 08L16 AM   13031                    960255752
0309 08L16 AM   13031                    960312038
0309 08L16 AM   13031                    960316752
0309 08L16 AM   13031                    960172137
0309 08L16 AM   13031                    960172138
0309 08L16 AM   13031                    960172141
0309 08L16 AM   13031                    960287903
0309 08L16 AM   13031                    960160834
0309 08L16 AM   13031                    960160836
0309 08L16 AM   13031                    960226854
0309 08L16 AM   13031                    960238201
0309 08L16 AM   13031                    960255742
0309 08L16 AM   13031                    960160830
0309 08L16 AM   13031                    960160833
0309 08L16 AM   13031                    960248397
0309 08L16 AM   13031                    960313519
0309 08L16 AM   13031                    960313520
0309 08L16 AM   13031                    960311464
0309 08L16 AM   13031                    960299679
0309 08L16 AM   13031                    960303294
0309 08L16 AM   13031                    960286129
0309 08L16 AM   13031                    960172134
0309 08L16 AM   13031                    960172142
0309 08L16 AM   13031                    960169983
0309 08L16 AM   13031                    960176441
0309 08L16 AM   13031                    960160835
0309 08L16 AM   13031                    960160837
0309 08L16 AM   13031                    960192483
0309 08L16 AM   13031                    960192485
0309 08L16 AM   13031                    960136514
0309 08L16 AM   13031                    960272955
0309 08L16 AM   13031                    960311523
0309 08L16 AM   13031                    960313518
0309 08L16 AM   13031                    960313521
0309 08L16 AM   13031                    960313523
0309 08L16 AM   13031                    960148707
0309 08L16 AM   13031                    960148841
0309 08L16 AM   13031                    960137886
0309 08L16 AM   13031                    960147814
0309 08L16 AM   13031                    960148020
0309 08L16 AM   13031                    960148023
0309 08L16 AM   13031                    960132804
0309 08L16 AM   13031                    960132851
0309 08L16 AM   13031                    960146999
0309 08L16 AM   13031                    960148025
0309 08L16 AM   13031                    960148659
0309 08L16 AM   13031                    960148664
0309 08L16 AM   13031                    960316750
0309 08L16 AM   13031                    960286114
0309 08L16 AM   13031                    960286115
0309 08L16 AM   13031                    960286622
0309 08L16 AM   13031                    960160831
0309 08L16 AM   13031                    960172131
0309 08L16 AM   13031                    960136515
0309 08L16 AM   13031                    960147813
0309 08L16 AM   13031                    960148021
0309 08L16 AM   13031                    960148022
0309 08L16 AM   13031                    960148656
0309 08L16 AM   13031                    960148694
0309 08L16 AM   13031                    960132848
0309 08L16 AM   13031                    960148018
0309 08L16 AM   13031                    960148661
0309 08L16 AM   13031                    960148690
0309 08L16 AM   13031                    960132800
0309 08L16 AM   13031                    960132850
0309 08L16 AM   13031                    960148696
0309 08L16 AM   13031                    960127431
0309 08L16 AM   13031                    960132795
0309 08L16 AM   13031                    960132801
0309 08L16 AM   13031                    960132839
0309 08L16 AM   13031                    960132841
0309 08L16 AM   13031                    960084835
0309 08L16 AM   13031                    960170014
0309 08L16 AM   13031                    960147840
0309 08L16 AM   13031                    960148024
0309 08L16 AM   13031                    960132797
0309 08L16 AM   13031                    960132802
0309 08L16 AM   13031                    960132840
0309 08L16 AM   13031                    960132846
0309 08L16 AM   13031                    960132849
0309 08L16 AM   13031                    960099865
0309 08L16 AM   13031                    960248356
0309 08L16 AM   13031                    960255743
0309 08L16 AM   13031                    960132843
0309 08L16 AM   13031                    960248314
0309 08L16 AM   13031                    960255778
0309 08L16 AM   13031                    960132794
0309 08L16 AM   13031                    960148700
0309 08L16 AM   13031                    960148713
0309 08L16 AM   13031                    960148729
0309 08L16 AM   13031                    960148952
0309 08L16 AM   13031                    960170152
0309 08L16 AM   13031                    960172133
0309 08L16 AM   13031                    960148728
0309 08L16 AM   13031                    960148951
0309 08L16 AM   13031                    960104270
0309 08L16 AM   13031                    960147000
0309 08L16 AM   13031                    960148658
0309 08L16 AM   13031                    960148685
0309 08L16 AM   13031                    960077530
0309 08L16 AM   13031                    960132803
0309 08L16 AM   13031                    960101138
0309 08L16 AM   13031                    960248398
0309 08L16 AM   13031                    960148691
0309 08L16 AM   13031                    960148712
0309 08L16 AM   13031                    960080296
0309 08L16 AM   13031                    960084832
0309 08L16 AM   13031                    960012419
0309 08L16 AM   13031                    960123955
0309 08L16 AM   13031                    960097052
0309 08L16 AM   13031                    960100006
0309 08L16 AM   13031                    960132799
0309 08L16 AM   13031                    960132847
0309 08L16 AM   13031                    960132852
0309 08L16 AM   13031                    960104187
0309 08L16 AM   13031                    960012286
0309 08L16 AM   13031                    960132798
0309 08L16 AM   13031                    960132842
0309 08L16 AM   13031                    960097051
0309 08L16 AM   13031                    960097079
0309 08L16 AM   13031                    960077531
0309 08L16 AM   13031                    960132796
0309 08L16 AM   13031                    153100035
0309 08L16 AM   13031                    153100112
0309 08L16 AM   13031                    153100612
0309 08L16 AM   13031                    960103098
0309 08L16 AM   13031                    960131058
0309 08L16 AM   13031                    960132793
0309 08L16 AM   13031                    960030682
0309 08L16 AM   13031                    153100409
0309 08L16 AM   13031                    153100056
0309 08L16 AM   13031                    153010038
0309 08L16 AM   13031                    153010104
0309 08L16 AM   13031                    960069878
0309 08L16 AM   13031                    960028495
0309 08L16 AM   13031                    960030681
0309 08L16 AM   13031                    960013224
0309 08L16 AM   13031                    960049791
0309 08L16 AM   13031                    153010157
0309 08L16 AM   13031                    153100261
0309 08L16 AM   13031                    153100415
0309 08L16 AM   13031                    960012290
0309 08L16 AM   13031                    153010033
0309 08L16C01   13031                    960034626
0309 08L16A01   13031                    960012288
0309 08L16D04   13031                    960115559
0309 08L16E04   13031                    960286585
0309 08L16G01   13031                    960181401
0309 08L16F08   13031                    960114819
0309 08L16G06   13031                    960104208
0309 08L16F02   13031                    960286584
0309 08L16A02   13031                    960012289
0309 08L16D01   13031                    153100121
0309 08L16D02   13031                    960176427
0309 08L16E05   13031                    960084804
0309 08L16G04   13031                    960140087
0309 08L16H06   13031                    960104168
0309 08L16C02   13031                    960084391
0309 08L16E06   13031                    960104268
0309 08L16B03   13031                    960127220
0309 08L16E02   13031                    960049796
0309 08L16F01   13031                    960075709
0309 08L16G09   13031                    960024119
0309 08L16A03   13031                    960176159
0309 08L16C03   13031                    960286081
0309 08L16F09   13031                    960104186
0309 08L16C05   13031                    960136532
0309 08L16C07   13031                    960105766
0309 08L16F04   13031                    960286582
0309 08L16F06   13031                    960237533
0309 08L16G02   13031                    960181398
0309 08L16G05   13031                    960069386
0309 08L16A04   13031                    960035977
0309 08L16B02   13031                    960012287
0309 08L16B04   13031                    153050224
0309 08L16E01   13031                    960084277
0309 08L16E03   13031                    960127483
0309 08L16F03   13031                    960286583
0309 08R17F13   13032                    152100257
0309 08R17E10   13032                    960162347
0309 08R17F03   13032                    960267390
0309 08R17G10   13032                    152050552
0309 08R17G12   13032                    960162167
0309 08R17C03   13032                    960063810
0309 08R17A11   13032                    960162352
0309 08R17C04   13032                    960063807
0309 08R17C08   13032                    960036994
0309 08R17D05   13032                    960162358
0309 08R17E01   13032                    960268234
0309 08R17E08   13032                    960064390
0309 08R17F04   13032                    960267393
0309 08R17E04   13032                    960162176
0309 08R17E11   13032                    960269538
0309 08R17G05   13032                    960127870
0309 08R17G09   13032                    152050200
0309 08R17B08   13032                    960161891
0309 08R17C09   13032                    960036995
0309 08R17D04   13032                    152100202
0309 08R17D06   13032                    960162359
0309 08R17E05   13032                    960162178
0309 08R17E07   13032                    960064536
0309 08R17F12   13032                    960162351
0309 08R17G07   13032                    152050542
0309 08R17A04   13032                    960269348
0309 08R17C02   13032                    960063809
0309 08R17G11   13032                    152100255
0309 08R17C10   13032                    960127327
0309 08R17B07   13032                    960161890
0309 08R17B09   13032                    960161893
0309 08R17F02   13032                    960267392
0309 08R17D03   13032                    960064091
0309 08R17F05   13032                    960084350
0309 08R17A09   13032                    960269555
0309 08R17C06   13032                    960036996
0309 08R17C07   13032                    960036997
0309 08R17 AM   13032                    152050943
0309 08R17 AM   13032                    152050695
0309 08R17 AM   13032                    960317790
0309 08R17 AM   13032                    960317789
0309 08R17E02   13032                    960268233
0309 08R17F06   13032                    960084345
0309 08R17C05   13032                    960063808
0309 08R17F01   13032                    960267389
0309 08R17A05   13032                    960269349
0309 08R17B10   13032                    960162354
0309 08R17D09   13032                    960269530
0309 08R17E03   13032                    960268236
0309 08R17D10   13032                    152050499
0309 08R17C11   13032                    960127328
0309 08R17C12   13032                    960269540
0309 08R17B06   13032                    960162353
0309 08R17D02   13032                    960064688
0309 08R17E09   13032                    960162346
0309 08R17A06   13032                    960269547
0309 08R17A08   13032                    960269546
0309 08R17B11   13032                    960162185
0309 08R17B05   13032                    960161889
0309 08R17G13   13032                    960162168
0309 08R17C01   13032                    960063812
0309 08R17D01   13032                    960104232
0309 08R17E06   13032                    960162348
0309 08R17G04   13032                    960172085
0309 08R17E12   13032                    960269539
0309 08R17G03   13032                    960269356
0309 08R17G06   13032                    960162798
0309 08R17G08   13032                    152050551
0309 08R17A02   13032                    960269344
0309 08R17A03   13032                    960269345
0309 08R18E03   13033                    960157120
0309 08R18G09   13033                    152120014
0309 08R18G11   13033                    960102561
0309 08R18E06   13033                    960054545
0309 08R18B10   13033                    960269358
0309 08R18F06   13033                    960269333
0309 08R18F09   13033                    960064707
0309 08R18B03   13033                    960103187
0309 08R18G03   13033                    960016343
0309 08R18C10   13033                    960104018
0309 08R18D10   13033                    960269353
0309 08R18A09   13033                    960127872
0309 08R18B04   13033                    960103188
0309 08R18D09   13033                    960269352
0309 08R18A01   13033                    152050175
0309 08R18C01   13033                    960162169
0309 08R18F05   13033                    960157113
0309 08R18G02   13033                    960064039
0309 08R18F11   13033                    960267388
0309 08R18A02   13033                    152051258
0309 08R18B06   13033                    960269337
0309 08R18G01   13033                    960064040
0309 08R18A06   13033                    152050192
0309 08R18C07   13033                    960269351
0309 08R18C08   13033                    960269346
0309 08R18D06   13033                    960269331
0309 08R18F01   13033                    960158093
0309 08R18F07   13033                    960269334
0309 08R18G12   13033                    960102562
0309 08R18A08   13033                    960056031
0309 08R18B05   13033                    960269336
0309 08R18C04   13033                    152051274
0309 08R18D04   13033                    152050397
0309 08R18E08   13033                    960268232
0309 08R18F04   13033                    960157114
0309 08R18G05   13033                    960025000
0309 08R18D08   13033                    960269332
0309 08R18E02   13033                    960157115
0309 08R18G07   13033                    960030804
0309 08R18G13   13033                    152070132
0309 08R18D11   13033                    960104231
0309 08R18A04   13033                    960056030
0309 08R18D02   13033                    960269549
0309 08R18F02   13033                    960158092
0309 08R18F12   13033                    960267391
0309 08R18A05   13033                    152050183
0309 08R18B07   13033                    960269340
0309 08R18E10   13033                    960268231
0309 08R18A10   13033                    960127871
0309 08R18E05   13033                    960269335
0309 08R18F08   13033                    960172090
0309 08R18F10   13033                    152400029
0309 08R18C11   13033                    960063811
0309 08R18B08   13033                    960269341
0309 08R18C06   13033                    960269350
0309 08R18G10   13033                    152051060
0309 08R18A03   13033                    960055403
0309 08R18B09   13033                    960269357
0309 08R18D01   13033                    152050908
0309 08R18E09   13033                    960268235
0309 08R18D03   13033                    960269548
0309 08R18D05   13033                    152050884
0309 08R18E04   13033                    960269945
0309 08R18E07   13033                    960104019
0309 08R18C09   13033                    960269347
0309 08R18G06   13033                    960127869
0309 08R18G08   13033                    152120047
0309 08L17E05   13034                    960016047
0309 08L17E09   13034                    960281851
0309 08L17F01   13034                    960084007
0309 08L17G02   13034                    153050211
0309 08L17G04   13034                    960286572
0309 08L17H02   13034                    153050210
0309 08L17B06   13034                    960069838
0309 08L17E11   13034                    960281852
0309 08L17D06   13034                    960014171
0309 08L17E08   13034                    960281850
0309 08L17E10   13034                    960281849
0309 08L17F10   13034                    960281593
0309 08L17H05   13034                    960104169
0309 08L17H07   13034                    960286580
0309 08L17B04   13034                    960084856
0309 08L17C01   13034                    960024013
0309 08L17C02   13034                    960214454
0309 08L17D10   13034                    960197766
0309 08L17G03   13034                    960069566
0309 08L17F07   13034                    960286731
0309 08L17D01   13034                    960080199
0309 08L17D08   13034                    960197764
0309 08L17E01   13034                    153050274
0309 08L17D04   13034                    960069837
0309 08L17E04   13034                    153050439
0309 08L17G05   13034                    960128270
0309 08L17H01   13034                    153050171
0309 08L17H03   13034                    960286573
0309 08L17H12   13034                    960029306
0309 08L17H09   13034                    960097277
0309 08L17G09   13034                    960286128
0309 08L17A05   13034                    960286125
0309 08L17B05   13034                    960062776
0309 08L17H10   13034                    960029305
0309 08L17C03   13034                    960084855
0309 08L17F02   13034                    960173794
0309 08L17F05   13034                    153050137
0309 08L17G07   13034                    960270050
0309 08L17G08   13034                    960270052
0309 08L17A02   13034                    960035717
0309 08L17C05   13034                    960285215
0309 08L17D09   13034                    960197768
0309 08L17F08   13034                    960286730
0309 08L17B03   13034                    960069839
0309 08L17D02   13034                    960286123
0309 08L17E06   13034                    960155608
0309 08L17F06   13034                    960197770
0309 08L17G10   13034                    960286127
0309 08L17H11   13034                    960029304
0309 08L17A04   13034                    960124143
0309 08L17D07   13034                    960197762
0309 08L17 AM   13034                    153251013
0309 08L17 AM   13034                    960123921
0309 08L17 AM   13034                    153050199
0309 08L17 AM   13034                    153050202
0309 08L17 AM   13034                    153250440
0309 08L17 AM   13034                    960015910
0309 08L17 AM   13034                    960311480
0309 08L17 AM   13034                    960302706
0309 08L17 AM   13034                    960197759
0309 08L17 AM   13034                    960245573
0309 08L17 AM   13034                    960307810
0309 08L17 AM   13034                    960293310
0309 08L17 AM   13034                    960192179
0309 08L17 AM   13034                    960196625
0309 08L17 AM   13034                    960275447
0309 08L17 AM   13034                    960147064
0309 08L17 AM   13034                    960147820
0309 08L17 AM   13034                    960305559
0309 08L17 AM   13034                    960307424
0309 08L17 AM   13034                    960307808
0309 08L17 AM   13034                    960315484
0309 08L17 AM   13034                    960302924
0309 08L17 AM   13034                    960298698
0309 08L17 AM   13034                    960196626
0309 08L17 AM   13034                    960062899
0309 08L17 AM   13034                    960062981
0309 08L17 AM   13034                    960144263
0309 08L17 AM   13034                    960286121
0309 08L17 AM   13034                    960169026
0309 08L17 AM   13034                    960286122
0309 08L17 AM   13034                    960192186
0309 08L17 AM   13034                    960255749
0309 08L17 AM   13034                    960148321
0309 08L17 AM   13034                    960139730
0309 08L17 AM   13034                    960269431
0309 08L17 AM   13034                    960305560
0309 08L17 AM   13034                    960148012
0309 08L17 AM   13034                    960269429
0309 08L17 AM   13034                    960149161
0309 08L17 AM   13034                    960140760
